"","lpep_pickup_datetime","lpep_dropoff_datetime","PULocationID","DOLocationID","passenger_count","trip_distance","fare_amount","extra","tip_amount","total_amount","payment_type"
"1013484","2017-01-30 08:25:05","2017-01-30 08:41:40",41,75,2,1.77,12,0,0,12.8,1
"6158","2017-01-01 01:42:37","2017-01-01 01:51:21",256,37,1,1.24,7.5,0.5,0,8.8,2
"398201","2017-01-13 03:04:16","2017-01-13 03:10:33",82,83,1,1.33,6.5,0.5,0,7.8,2
"48821","2017-01-02 12:52:12","2017-01-02 13:02:35",145,255,2,2.75,11,0,0,11.8,2
"128495","2017-01-05 00:03:32","2017-01-05 00:12:29",129,70,2,1.8,8.5,0.5,1.96,11.76,1
"290596","2017-01-09 18:37:12","2017-01-09 18:50:43",181,232,5,2.78,12,1,0,13.8,2
"15861","2017-01-01 04:04:59","2017-01-01 04:16:21",152,152,1,2.16,10,0.5,0,11.3,2
"927450","2017-01-27 23:20:23","2017-01-27 23:32:55",80,106,2,6.11,18.5,0.5,0,19.8,2
"20680","2017-01-01 06:43:13","2017-01-01 06:46:45",17,61,1,0.71,4.5,0,1.59,6.89,1
"526041","2017-01-16 13:50:52","2017-01-16 13:55:01",7,7,1,0.68,4.5,0,0,5.3,1
"215597","2017-01-07 11:55:50","2017-01-07 12:02:36",7,7,1,0.81,5.5,0,0,6.3,2
"554545","2017-01-17 14:44:34","2017-01-17 14:55:46",75,238,1,1.56,9,0,0,9.8,2
"829755","2017-01-25 11:26:07","2017-01-25 11:36:28",25,181,1,1,8,0,0,8.8,2
"132414","2017-01-05 07:55:14","2017-01-05 08:11:27",127,94,2,2.18,12.5,0,2.66,15.96,1
"459423","2017-01-14 15:41:55","2017-01-14 15:56:06",65,181,1,1.24,10,0,2,12.8,1
"618739","2017-01-19 14:32:07","2017-01-19 14:42:31",74,75,1,1.24,8.5,0,1.86,11.16,1
"995267","2017-01-29 16:39:51","2017-01-29 17:25:19",7,211,1,9.57,36,0,0,36.8,1
"622105","2017-01-19 16:45:52","2017-01-19 16:55:45",166,239,1,1.98,9,1,0,10.8,2
"1040748","2017-01-31 05:08:40","2017-01-31 05:25:20",61,258,1,4.8,17.5,0.5,0,18.8,2
"364077","2017-01-12 03:50:01","2017-01-12 04:01:14",83,95,3,2.54,10.5,0.5,2.36,14.16,1
"65266","2017-01-02 23:53:42","2017-01-03 00:07:22",42,159,1,2.96,11,0.5,0,12.3,2
"595670","2017-01-18 18:11:55","2017-01-18 18:20:03",7,260,1,1.5,7.5,1,0,9.3,2
"512107","2017-01-15 21:40:34","2017-01-15 21:42:28",74,74,1,0.3,3.5,0.5,0,4.8,2
"19303","2017-01-01 05:04:21","2017-01-01 05:33:00",129,173,1,4.75,19.5,0.5,0,20.8,2
"995111","2017-01-29 16:31:02","2017-01-29 16:34:00",41,41,1,0.52,4,0,0,4.8,2
"875918","2017-01-26 18:39:45","2017-01-26 18:45:21",260,226,3,1.36,6.5,1,0,8.3,2
"803888","2017-01-24 16:28:16","2017-01-24 16:36:27",49,97,5,0.96,7,1,0,8.8,2
"886135","2017-01-26 23:04:34","2017-01-26 23:08:25",212,182,1,0.75,4.5,0.5,1.16,6.96,1
"194401","2017-01-06 21:12:19","2017-01-06 21:25:16",52,97,1,1.81,10,0.5,2.26,15.51,1
"297455","2017-01-09 22:07:09","2017-01-09 22:26:48",226,197,1,7.37,23.5,0.5,0,24.8,2
"4232","2017-01-01 01:12:08","2017-01-01 01:14:39",260,260,1,0.49,4,0.5,0,5.3,2
"80150","2017-01-03 14:50:04","2017-01-03 15:02:19",74,236,1,1.94,10,0,0,10.8,2
"619174","2017-01-19 14:06:51","2017-01-19 14:19:05",168,42,1,1.78,10,0,0,10.8,2
"127083","2017-01-04 22:10:23","2017-01-04 22:13:56",179,179,1,0.8,5,0.5,1.25,7.55,1
"812500","2017-01-24 19:38:32","2017-01-24 19:46:48",189,61,1,1.47,7.5,1,1.86,11.16,1
"592649","2017-01-18 17:12:42","2017-01-18 17:23:27",82,260,1,1.75,9.5,1,0,11.3,2
"329350","2017-01-10 23:14:20","2017-01-10 23:26:52",95,57,1,3.93,14.5,0.5,0,15.8,2
"1009619","2017-01-30 01:03:16","2017-01-30 01:08:49",37,36,1,1.1,6,0.5,0,7.3,2
"544866","2017-01-17 08:04:38","2017-01-17 08:23:29",74,236,1,2.31,13.5,0,2.86,17.16,1
"62828","2017-01-02 21:37:33","2017-01-02 21:47:21",112,80,1,1.8,9,0.5,0,10.3,2
"111795","2017-01-04 15:25:00","2017-01-04 15:47:43",74,243,1,4.6,18.5,0,0,19.3,2
"621630","2017-01-19 15:58:04","2017-01-19 16:06:05",116,42,1,1.2,7,0,0,7.8,2
"168763","2017-01-06 08:52:33","2017-01-06 08:57:53",41,166,1,0.98,6,0,0,6.8,2
"3111","2017-01-01 00:19:40","2017-01-01 00:47:20",41,231,1,10.29,32.5,0.5,0,33.8,2
"320363","2017-01-10 18:06:48","2017-01-10 18:13:57",43,239,1,1.31,7,1,1.76,10.56,1
"23512","2017-01-01 10:17:13","2017-01-01 10:21:56",74,75,1,1.68,7,0,1.56,9.36,1
"491387","2017-01-15 10:25:29","2017-01-15 10:33:06",196,82,1,1.3,7,0,0,7.8,2
"490204","2017-01-15 08:06:35","2017-01-15 08:12:18",97,97,1,0.93,5.5,0,0,6.3,2
"90479","2017-01-03 19:42:19","2017-01-03 19:45:49",42,42,1,0.73,5,1,0,6.8,2
"1005688","2017-01-29 21:44:07","2017-01-29 21:57:23",52,188,1,3.2,12.5,0.5,2.75,16.55,1
"176019","2017-01-06 13:45:11","2017-01-06 14:03:10",66,137,1,5.82,20,0,3,23.8,1
"1036568","2017-01-30 22:42:43","2017-01-30 22:54:28",7,82,1,2.81,11.5,0.5,0,12.8,2
"483760","2017-01-15 01:16:57","2017-01-15 01:38:47",255,7,2,7.2,23,0.5,0,24.3,2
"15487","2017-01-01 03:14:44","2017-01-01 03:22:58",243,247,4,1.8,8.5,0.5,0,9.8,2
"308310","2017-01-10 11:36:18","2017-01-10 12:04:05",43,229,1,3.17,18,0,0,18.8,2
"297190","2017-01-09 22:57:11","2017-01-09 22:59:36",244,244,1,0.44,4,0.5,1.06,6.36,1
"321349","2017-01-10 18:42:00","2017-01-10 18:58:30",25,49,2,2.93,13,1,2.96,17.76,1
"221899","2017-01-07 15:18:25","2017-01-07 15:22:02",75,74,1,0.6,4.5,0,0,5.3,2
"310173","2017-01-10 12:29:56","2017-01-10 13:14:32",244,140,1,6.94,32,0,6.56,39.36,1
"220494","2017-01-07 14:09:00","2017-01-07 14:12:53",41,42,1,0.5,4.5,0,0,5.3,2
"176611","2017-01-06 14:10:43","2017-01-06 14:19:30",97,66,1,1.6,8,0,1.76,10.56,1
"1054606","2017-01-31 15:30:20","2017-01-31 15:41:04",42,166,1,1.59,8.5,0,0,9.3,1
"326903","2017-01-10 21:48:12","2017-01-10 22:01:22",92,82,1,2.77,11.5,0.5,0,12.8,1
"726343","2017-01-22 03:28:07","2017-01-22 03:51:44",36,231,1,5.73,21,0.5,1,23.3,1
"23954","2017-01-01 10:40:14","2017-01-01 10:48:22",196,82,1,1.33,7.5,0,0,8.3,2
"102758","2017-01-04 09:54:24","2017-01-04 10:08:25",181,25,1,1.69,10,0,2.16,12.96,1
"824123","2017-01-25 08:11:55","2017-01-25 08:22:46",41,116,1,1.89,9.5,0,2,12.3,1
"409347","2017-01-13 13:57:11","2017-01-13 14:04:52",196,95,1,1.13,7,0,0,7.8,2
"804195","2017-01-24 16:52:04","2017-01-24 17:10:45",25,228,1,3.98,15,1,5.04,21.84,1
"8191","2017-01-01 01:03:21","2017-01-01 01:09:19",41,42,2,1,6,0.5,0,7.3,2
"261578","2017-01-08 20:42:59","2017-01-08 20:53:39",74,166,1,2.25,9.5,0.5,0,10.8,2
"984321","2017-01-29 06:53:19","2017-01-29 07:03:29",74,162,1,2.92,11,0,0,11.8,2
"890036","2017-01-27 03:31:01","2017-01-27 03:35:11",7,7,2,0.71,5,0.5,0,6.3,2
"334991","2017-01-11 08:09:17","2017-01-11 08:17:09",74,41,1,1.12,7.5,0,2.49,10.79,1
"441077","2017-01-14 01:07:11","2017-01-14 01:29:30",25,262,1,9.6,28.5,0.5,5.95,35.75,1
"426121","2017-01-13 20:12:08","2017-01-13 20:21:30",179,260,1,2.63,10.5,0.5,0,11.8,2
"474030","2017-01-14 21:12:46","2017-01-14 21:21:53",129,226,1,1.85,8,0.5,0,9.3,2
"841946","2017-01-25 18:38:25","2017-01-25 19:01:37",255,148,1,2.36,15,1,1.5,18.3,1
"737862","2017-01-22 14:21:35","2017-01-22 14:57:59",256,125,1,8.4,31,0,0,31.8,2
"14411","2017-01-01 03:04:00","2017-01-01 03:21:45",174,167,1,4.56,16.5,0.5,0,17.8,2
"548003","2017-01-17 10:10:36","2017-01-17 10:13:00",166,166,6,0.38,4,0,0.96,5.76,1
"133948","2017-01-05 08:52:46","2017-01-05 08:58:26",20,78,1,1.04,5.5,0,0,6.3,2
"41648","2017-01-02 00:58:57","2017-01-02 01:04:17",134,197,1,1.18,6,0.5,0,7.3,2
"20378","2017-01-01 06:30:06","2017-01-01 06:40:19",119,213,1,5.71,17,0,0,17.8,1
"537726","2017-01-16 21:38:40","2017-01-16 21:44:47",7,179,1,0.83,6,0.5,1.82,9.12,1
"763709","2017-01-23 12:42:50","2017-01-23 13:00:35",166,236,1,3.01,14,0,0,14.8,2
"636717","2017-01-19 22:24:22","2017-01-19 22:28:47",49,17,1,0.86,5.5,0.5,0,6.8,2
"390285","2017-01-12 20:05:35","2017-01-12 20:13:16",7,7,1,1,6.5,1,0,8.3,2
"160230","2017-01-05 22:01:43","2017-01-05 22:07:51",43,263,1,1.31,6.5,0.5,0.5,8.3,1
"1006900","2017-01-29 22:56:15","2017-01-29 23:01:45",196,95,2,0.88,5.5,0.5,0,6.8,2
"524778","2017-01-16 12:16:32","2017-01-16 12:20:23",74,262,1,1.36,6,0,0,6.8,2
"817851","2017-01-24 22:05:40","2017-01-24 22:08:06",255,112,1,0.57,4,0.5,5,10.3,1
"835600","2017-01-25 15:30:15","2017-01-25 15:42:33",33,231,1,2.2,11,0,3,14.8,1
"845692","2017-01-25 20:02:46","2017-01-25 20:35:12",25,186,1,5.35,23.5,0.5,0,24.8,2
"561033","2017-01-17 17:54:15","2017-01-17 18:02:43",236,43,1,1.3,7.5,1,1.49,10.79,1
"484110","2017-01-15 02:14:01","2017-01-15 02:28:25",41,262,1,3.67,13.5,0.5,0,14.8,2
"888130","2017-01-27 00:16:28","2017-01-27 00:45:41",181,48,1,7.72,25,0.5,7.96,39.8,1
"500654","2017-01-15 16:36:22","2017-01-15 16:54:09",260,229,5,4.27,16,0,0,16.8,2
"222490","2017-01-07 16:35:59","2017-01-07 16:41:00",42,42,1,0.75,5,0,0.87,8.62,1
"65480","2017-01-03 00:01:34","2017-01-03 00:06:19",181,40,1,1.25,6,0.5,0,7.3,2
"1062214","2017-01-31 19:10:11","2017-01-31 19:18:09",223,7,1,1.47,7.5,1,0,9.3,2
"904961","2017-01-27 15:07:43","2017-01-27 15:13:26",75,74,1,1.07,6,0,0,6.8,2
"424234","2017-01-13 19:00:18","2017-01-13 19:03:32",166,151,1,0.73,4.5,1,1.58,7.88,1
"546490","2017-01-17 09:41:39","2017-01-17 09:50:10",74,42,1,1.24,7.5,0,0,8.3,2
"936081","2017-01-28 03:31:31","2017-01-28 03:46:13",82,138,1,2.65,12,0.5,0,13.3,2
"37381","2017-01-01 21:24:07","2017-01-01 21:30:48",42,41,1,1.6,7.5,0.5,0,8.8,2
"396703","2017-01-13 01:21:05","2017-01-13 01:29:45",74,262,1,2.28,9.5,0.5,2.16,12.96,1
"275745","2017-01-09 10:03:30","2017-01-09 10:12:03",41,74,1,0.79,7,0,2.34,10.14,1
"337066","2017-01-11 09:46:08","2017-01-11 10:02:51",65,231,1,2.31,13.5,0,0,14.3,2
"415975","2017-01-13 16:16:22","2017-01-13 16:28:20",75,74,1,1.42,9,1,1.62,12.42,1
"675835","2017-01-20 22:42:58","2017-01-20 22:48:58",18,20,2,1,6,0.5,1.45,8.75,1
"794264","2017-01-24 10:28:25","2017-01-24 10:43:54",159,247,1,1.48,10,0,0,10.8,2
"858040","2017-01-26 08:27:57","2017-01-26 08:32:24",247,159,1,0.7,5,0,0,5.8,2
"262660","2017-01-08 21:10:33","2017-01-08 21:20:43",82,198,3,2.98,11.5,0.5,2.56,15.36,1
"330875","2017-01-11 00:22:07","2017-01-11 00:30:41",82,70,1,3,11,0.5,0,12.3,2
"562202","2017-01-17 18:13:58","2017-01-17 18:37:00",181,36,6,4.11,17,1,0,18.8,2
"351813","2017-01-11 18:08:37","2017-01-11 18:36:21",75,69,1,4.51,20,1,0,21.8,2
"441202","2017-01-14 02:21:30","2017-01-14 02:34:02",223,7,3,1.93,9,0.5,0,10.3,2
"867179","2017-01-26 14:40:48","2017-01-26 14:54:58",247,254,1,6.8,21.5,0,0,22.3,2
"396230","2017-01-13 00:33:35","2017-01-13 00:40:55",7,145,1,2.55,9.5,0.5,1.2,12,1
"693448","2017-01-21 12:50:13","2017-01-21 12:52:32",74,74,1,0.84,4.5,0,1.59,6.89,1
"155199","2017-01-05 19:07:14","2017-01-05 19:16:06",244,235,2,1.68,8,1,0,9.8,2
"354869","2017-01-11 20:29:06","2017-01-11 20:32:53",134,95,1,0.91,5,0.5,1.26,7.56,1
"328709","2017-01-10 22:21:27","2017-01-10 22:33:55",97,112,1,4.55,15,0.5,0,16.3,1
"796575","2017-01-24 11:52:20","2017-01-24 11:57:41",74,74,1,0.5,5,0,0,5.8,1
"857118","2017-01-26 08:51:37","2017-01-26 08:54:56",166,166,1,0.5,4.5,0,0,5.3,2
"602112","2017-01-18 21:59:48","2017-01-18 22:11:34",89,39,1,2.7,11.5,0.5,2.56,15.36,1
"938939","2017-01-28 06:45:46","2017-01-28 06:52:32",82,82,1,1.1,6.5,0,0,7.3,2
"55687","2017-01-02 17:19:17","2017-01-02 17:23:25",41,41,6,0.77,5,0,0,5.8,2
"588311","2017-01-18 15:53:08","2017-01-18 16:07:41",97,17,1,2.24,11,0,0,11.8,1
"591154","2017-01-18 16:59:48","2017-01-18 17:07:22",255,37,2,1.2,7,1,0,8.8,3
"101199","2017-01-04 08:44:25","2017-01-04 09:45:34",130,97,1,9.43,43.5,0,8.86,53.16,1
"734558","2017-01-22 12:34:28","2017-01-22 12:50:49",74,140,1,3.99,14.5,0,4.59,19.89,1
"751546","2017-01-22 22:23:43","2017-01-22 22:31:31",223,129,1,1.9,8.5,0.5,0,9.8,2
"859541","2017-01-26 09:44:02","2017-01-26 10:45:16",7,141,1,3.85,34.5,0,5,40.3,1
"473678","2017-01-14 21:09:48","2017-01-14 21:39:11",41,213,1,8.53,28.5,0.5,0,29.8,2
"906016","2017-01-27 15:20:20","2017-01-27 15:52:12",181,225,1,4.56,22.5,0,4.66,27.96,1
"765","2017-01-01 00:47:41","2017-01-01 01:04:14",244,127,1,2.59,13,0.5,0,14.3,2
"338528","2017-01-11 10:04:25","2017-01-11 10:40:50",35,25,1,5.5,25.5,0,5.26,33.51,1
"969693","2017-01-28 22:59:55","2017-01-28 23:16:58",41,243,1,5.7,19,0.5,2,22.3,1
"761204","2017-01-23 10:22:43","2017-01-23 10:37:03",41,142,3,3.02,12,0,0,12.8,2
"635562","2017-01-19 21:43:42","2017-01-19 22:03:01",97,85,1,3.9,15.5,0.5,4.2,21,1
"655801","2017-01-20 15:35:37","2017-01-20 15:54:36",75,246,1,4.84,17.5,0,3.66,21.96,1
"812799","2017-01-24 19:43:54","2017-01-24 19:50:35",210,123,1,1.2,6.5,1,1.65,9.95,1
"658316","2017-01-20 16:55:00","2017-01-20 17:05:46",129,129,1,0.98,8,1,2.45,12.25,1
"1035012","2017-01-30 21:16:45","2017-01-30 21:46:06",244,264,1,12.26,36,0.5,11.19,48.49,1
"805838","2017-01-24 17:55:14","2017-01-24 18:03:33",166,238,1,1.44,8,1,1.96,11.76,1
"968287","2017-01-28 22:16:25","2017-01-28 22:31:32",255,145,1,3.14,13.5,0.5,2.96,17.76,1
"154997","2017-01-05 19:52:34","2017-01-05 20:03:04",181,97,1,1.81,9,1,2.16,12.96,1
"749636","2017-01-22 21:14:42","2017-01-22 21:20:33",92,192,1,1.08,6,0.5,1.46,8.76,1
"443402","2017-01-14 03:38:09","2017-01-14 03:51:58",196,180,1,5.51,17.5,0.5,3.76,22.56,1
"303869","2017-01-10 08:12:37","2017-01-10 08:26:05",42,74,1,2.41,12,0,0,12.8,1
"695099","2017-01-21 13:27:20","2017-01-21 14:05:05",196,237,2,7.14,30,0,7.7,38.5,1
"426472","2017-01-13 20:29:06","2017-01-13 20:37:37",3,20,1,1.96,9,0.5,2.06,12.36,1
"705865","2017-01-21 18:35:45","2017-01-21 18:38:59",43,43,1,0.92,5,0,0,5.8,2
"347363","2017-01-11 16:17:13","2017-01-11 16:23:07",7,223,1,1.18,6.5,1,0,8.3,2
"82361","2017-01-03 15:48:03","2017-01-03 16:20:33",168,213,1,6.23,23.5,0,0,24.3,2
"432998","2017-01-13 22:28:19","2017-01-13 22:50:02",244,170,1,9.99,30,0.5,0,31.3,2
"698290","2017-01-21 15:00:15","2017-01-21 15:00:17",18,18,1,0,12,0,0,12,1
"132436","2017-01-05 07:50:31","2017-01-05 08:13:16",20,247,3,3.31,10,0,0,10,2
"703350","2017-01-21 17:02:15","2017-01-21 17:11:53",82,157,1,1.24,8,0,0,8.8,2
"227583","2017-01-07 20:13:10","2017-01-07 20:17:12",75,74,1,0.93,5,0.5,0,6.3,2
"789257","2017-01-24 07:49:47","2017-01-24 08:08:41",75,75,1,2.79,14,0,2.96,17.76,1
"893619","2017-01-27 08:38:20","2017-01-27 08:50:50",225,17,1,2.25,10,0,0,10.8,1
"762126","2017-01-23 11:21:38","2017-01-23 11:33:49",166,239,1,2.55,11,0,1,12.8,1
"383729","2017-01-12 18:05:47","2017-01-12 18:22:40",31,168,1,4.15,12,0,0,12,2
"1032631","2017-01-30 19:50:03","2017-01-30 19:57:19",56,82,1,1.4,7,1,1,9.8,1
"549076","2017-01-17 10:18:22","2017-01-17 10:22:00",130,121,1,0.77,4.5,0,1.06,6.36,1
"335183","2017-01-11 08:20:10","2017-01-11 08:25:21",74,75,1,0.97,5.5,0,1.58,7.88,1
"608607","2017-01-19 07:04:44","2017-01-19 07:23:44",75,50,1,4.61,16.5,0,1,18.3,1
"192281","2017-01-06 20:28:28","2017-01-06 20:41:53",75,141,1,2.67,11.5,0.5,0,12.8,2
"718131","2017-01-21 23:17:11","2017-01-21 23:26:29",41,238,1,2.45,9.5,0.5,0,10.8,2
"658610","2017-01-20 16:52:00","2017-01-20 16:56:04",41,75,1,0.57,4.5,1,0,6.3,1
"1147","2017-01-01 00:18:43","2017-01-01 00:25:49",212,213,2,1.55,7.5,0.5,0,8.8,1
"70082","2017-01-03 08:46:41","2017-01-03 08:54:24",42,41,1,1.59,8,0,2.2,11,1
"217389","2017-01-07 12:28:17","2017-01-07 12:29:20",72,72,1,1.4,25,0,6.25,31.25,1
"15576","2017-01-01 03:08:47","2017-01-01 03:16:46",41,42,1,1.6,8,0.5,1.85,11.15,1
"244763","2017-01-08 12:24:10","2017-01-08 12:25:52",152,116,1,0.51,3.5,0,0.86,5.16,1
"957201","2017-01-28 18:40:38","2017-01-28 18:54:38",166,238,1,2.17,11,0,2.36,14.16,1
"661020","2017-01-20 17:14:50","2017-01-21 00:00:00",65,66,1,0.85,6,1,0,7.8,1
"840333","2017-01-25 18:03:26","2017-01-25 18:13:07",74,75,2,1.56,8.5,1,0,10.3,2
"252202","2017-01-08 16:09:51","2017-01-08 16:21:39",66,112,5,3.65,13.5,0,1.5,15.8,1
"940448","2017-01-28 09:40:07","2017-01-28 09:43:53",41,166,1,0.72,4.5,0,0,5.3,2
"108955","2017-01-04 14:12:20","2017-01-04 14:22:52",65,25,1,0.72,8,0,0,8.8,2
"828807","2017-01-25 11:42:02","2017-01-25 11:46:22",41,42,1,0.98,5.5,0,0,6.3,2
"211843","2017-01-07 08:48:35","2017-01-07 09:01:19",244,239,1,4.4,14.5,0,0,15.3,2
"816669","2017-01-24 21:53:33","2017-01-24 21:58:11",95,95,2,0.98,5.5,0.5,1.36,8.16,1
"907929","2017-01-27 16:50:10","2017-01-27 16:57:21",80,37,1,1.01,6.5,1,0,8.3,2
"657207","2017-01-20 15:59:16","2017-01-20 16:22:25",17,25,2,2.56,15,0,0,15.8,2
"121755","2017-01-04 20:09:48","2017-01-04 20:16:21",97,49,1,1.56,7,0.5,0,8.3,1
"346064","2017-01-11 16:54:55","2017-01-11 17:28:26",42,51,2,10.89,34.5,1,0,36.3,1
"629856","2017-01-19 19:08:16","2017-01-19 19:14:31",66,49,1,1.45,6.5,1,1.66,9.96,1
"868617","2017-01-26 15:20:23","2017-01-26 15:23:32",97,132,1,12.25,43.5,0,8.86,53.16,1
"495453","2017-01-15 13:15:07","2017-01-15 13:28:26",135,92,1,3.84,15,0,0,15.8,2
"473929","2017-01-14 21:08:45","2017-01-14 21:16:54",255,112,2,1.22,7.5,0.5,1.76,10.56,1
"506745","2017-01-15 19:48:09","2017-01-15 19:54:28",134,134,1,0.81,5.5,0,0,6.3,2
"789951","2017-01-24 07:51:05","2017-01-24 07:57:15",210,210,1,0.8,6,0,1.35,8.15,1
"225646","2017-01-07 18:59:48","2017-01-07 19:07:29",82,173,1,0.88,6,0,0,6.8,2
"791181","2017-01-24 08:06:18","2017-01-24 08:18:59",74,41,1,1.13,9.5,0,0,10.3,2
"347197","2017-01-11 16:59:21","2017-01-11 17:06:18",75,238,1,1.06,6.5,1,1,9.3,1
"900462","2017-01-27 12:25:29","2017-01-27 12:39:58",17,25,1,2.06,11.5,0,0,12.3,1
"985326","2017-01-29 08:12:46","2017-01-29 08:25:32",260,83,3,2.3,10.5,0,0,11.3,2
"132249","2017-01-05 07:54:05","2017-01-05 08:00:57",33,195,1,2.06,8,0,0,8.8,1
"912508","2017-01-27 18:32:03","2017-01-27 18:37:54",61,49,1,1.08,6,1,0,7.8,2
"481075","2017-01-15 00:47:20","2017-01-15 01:00:35",255,79,1,3.04,12,0.5,2,15.3,1
"733146","2017-01-22 11:51:44","2017-01-22 12:14:28",95,36,1,5.02,19.5,0,4.06,24.36,1
"844221","2017-01-25 19:41:06","2017-01-25 19:50:00",41,239,1,2.16,9,0.5,0,10.3,2
"159519","2017-01-05 21:57:39","2017-01-05 22:02:17",80,256,1,0.88,5.5,0.5,1.36,8.16,1
"532690","2017-01-16 18:31:26","2017-01-16 18:35:04",7,7,1,0.45,4,0,1.5,6.3,1
"999971","2017-01-29 18:24:51","2017-01-29 18:32:58",83,226,1,1.51,7.5,0,2.08,10.38,1
"619228","2017-01-19 14:41:41","2017-01-19 14:46:43",223,223,1,1.04,6,0,0,6.8,2
"703309","2017-01-21 17:05:10","2017-01-21 17:09:58",7,7,1,0.55,5,0,1.74,7.54,1
"523046","2017-01-16 10:07:15","2017-01-16 10:09:27",75,74,1,1.03,5,0,0,5.8,2
"488407","2017-01-15 04:27:28","2017-01-15 04:27:52",17,17,1,8.4,20,0,5,25,1
"455481","2017-01-14 13:29:49","2017-01-14 13:32:40",145,145,1,0.8,4.5,0,1.05,6.35,1
"627764","2017-01-19 18:17:30","2017-01-19 18:53:52",74,136,1,6.23,25.5,1,0,27.3,2
"894251","2017-01-27 08:08:02","2017-01-27 08:38:17",145,231,1,8.85,29,0,8.84,44.18,1
"162369","2017-01-05 23:30:39","2017-01-05 23:34:30",41,74,1,0.89,5,0.5,0,6.3,1
"597673","2017-01-18 19:03:17","2017-01-18 19:11:29",7,223,6,1.75,8,1,2.94,12.74,1
"228006","2017-01-07 20:32:54","2017-01-07 20:38:59",42,116,1,0.91,6,0.5,1.46,8.76,1
"923422","2017-01-27 21:03:11","2017-01-27 21:03:15",42,42,1,0.1,2.5,0.5,1,4.8,1
"209243","2017-01-07 04:41:31","2017-01-07 04:46:48",43,75,1,1.19,6,0.5,0,7.3,2
"887328","2017-01-27 00:12:33","2017-01-27 00:34:01",112,179,1,5.1,19,0.5,0,20.3,2
"159566","2017-01-05 21:17:24","2017-01-06 21:07:24",65,216,1,14.94,40,0.5,0,41.3,2
"712057","2017-01-21 21:48:32","2017-01-21 21:57:59",66,25,6,1.49,8,0.5,2.32,11.62,1
"473276","2017-01-14 21:42:44","2017-01-14 21:45:43",42,116,1,0.66,4.5,0.5,1.74,7.54,1
"647313","2017-01-20 09:49:36","2017-01-20 09:56:56",75,75,1,0.85,6.5,0,0,7.3,2
"1033976","2017-01-30 20:06:55","2017-01-30 20:14:53",168,69,1,1.54,7.5,0.5,0,8.8,2
"227977","2017-01-07 20:19:21","2017-01-07 20:38:00",181,80,1,4.16,16.5,0.5,3.56,23.31,1
"581534","2017-01-18 10:03:33","2017-01-18 10:18:53",74,236,1,2.22,11,0,0,11.8,2
"756128","2017-01-23 07:02:52","2017-01-23 07:17:02",74,161,1,3.64,14,0,0,14.8,2
"1024779","2017-01-30 16:33:49","2017-01-30 17:00:44",188,39,1,5.17,20.5,1,0,22.3,2
"606914","2017-01-19 02:46:42","2017-01-19 02:52:40",70,82,1,1.8,7,0.5,0,8.3,2
"93404","2017-01-03 21:16:43","2017-01-03 21:23:05",74,75,6,1.09,6.5,0.5,0,7.8,2
"732841","2017-01-22 11:11:39","2017-01-22 11:28:06",116,239,1,3.36,14.5,0,1.4,16.7,1
"556089","2017-01-17 15:15:01","2017-01-17 15:22:20",75,24,1,1.52,7.5,0,2.08,10.38,1
"766429","2017-01-23 14:29:48","2017-01-23 14:43:55",74,24,1,2.02,11,0,2,13.8,1
"267378","2017-01-09 00:31:01","2017-01-09 00:34:34",256,80,1,0.7,4.5,0.5,0,5.8,2
"420471","2017-01-13 18:20:26","2017-01-13 18:28:52",41,74,1,0.97,7,1,1.76,10.56,1
"530249","2017-01-16 16:45:57","2017-01-16 17:04:29",37,112,1,2.6,12,0,0,12.8,2
"520022","2017-01-16 06:40:19","2017-01-16 06:55:36",36,61,1,3.42,13,0,2.76,16.56,1
"176099","2017-01-06 13:58:26","2017-01-06 14:08:00",25,97,1,1.25,8,0,0,8.8,2
"141417","2017-01-05 13:32:24","2017-01-05 13:41:51",65,211,1,2.44,10,0,2.16,12.96,1
"337946","2017-01-11 10:28:16","2017-01-11 10:58:25",145,181,1,6.52,24.5,0,5.06,30.36,1
"656513","2017-01-20 15:25:26","2017-01-20 16:16:02",82,132,1,13.91,44,0,0,44.8,2
"339549","2017-01-11 11:38:35","2017-01-11 11:56:17",74,243,1,4.42,17,0,0,17.8,2
"589598","2017-01-18 15:08:19","2017-01-18 15:13:52",75,74,1,1.2,6,0,1.7,8.5,1
"1009079","2017-01-30 00:15:38","2017-01-30 00:17:44",256,217,1,0.5,3.5,0.5,1.2,6,1
"220206","2017-01-07 14:59:08","2017-01-07 15:05:15",41,43,2,1.2,6,0,1.2,8,1
"1025527","2017-01-30 16:24:04","2017-01-30 16:37:30",145,226,1,2.54,11,1,1.28,16.03,1
"461943","2017-01-14 16:07:35","2017-01-14 16:30:19",52,62,1,3.11,16.5,0,0,17.3,1
"541153","2017-01-17 00:44:03","2017-01-17 00:51:25",82,82,1,1.3,7,0.5,0,8.3,2
"1045133","2017-01-31 09:37:34","2017-01-31 10:00:10",40,231,1,4.19,18,0,2.5,21.3,1
"807375","2017-01-24 17:37:18","2017-01-24 17:39:52",75,74,2,0.5,4,1,0,5.8,2
"185373","2017-01-06 18:14:43","2017-01-06 18:20:00",166,151,1,1.08,6,1,0,7.8,2
"467544","2017-01-14 19:58:25","2017-01-14 20:00:57",74,75,2,1.05,5,0,1.16,6.96,1
